"","IND_costdiff_secondlast_lstransaction","Z_totalcount","IND_car_age_last3coverage","IND_0_25_percentile_shopping_pt_state","IND_25_50_percentile_shopping_pt_state","IND_50_75_percentile_shopping_pt_state","Ind_D_equalto_most_popular_D_in_state_switch_likelihood","Ind_duration_previous_last_secondlast_different","A","D","E","G","y","Z_time_diff_last_secondlast","IND_time_12_18","Ind_A_same_first_to_last_switch_likelihood","Ind_B_same_first_to_last_switch_likelihood","Z_cost_positivecount","homeowner","Ind_G_same_first_to_last_switch_likelihood","Ind_C_equalto_most_popular_C_in_state_switch_likelihood"
"66681",0,2,0,0,1,0,0,0,2,3,1,2,0,120,0,0,0,2,0,0,0
"66682",0,6,0,0,0,0,0,0,0,3,0,1,1,60,0,1,0,3,1,1,1
"66683",1,3,0,1,0,0,0,0,2,3,1,2,1,60,0,1,1,3,0,1,1
"66684",0,4,0,0,1,0,0,0,1,3,0,1,1,60,1,1,1,2,1,1,1
"66685",0,2,0,1,0,0,1,0,0,2,0,1,0,60,0,1,0,0,1,0,0
"66686",1,2,0,1,0,0,0,0,0,2,0,2,0,660,1,1,0,1,1,0,0
"66687",1,2,0,0,1,0,0,0,1,3,1,2,0,120,1,1,0,2,0,0,1
"66688",1,2,0,1,0,0,1,0,0,1,0,2,0,60,1,0,0,2,0,0,1
"66689",0,5,0,0,0,0,0,0,1,3,1,3,0,60,1,0,0,4,1,0,1
"66690",0,1,0,1,0,0,1,0,1,2,0,2,0,180,0,0,0,1,0,0,0
"66691",1,2,0,0,1,0,0,0,1,3,0,3,1,60,1,0,0,2,1,0,0
"66692",0,2,0,1,0,0,0,0,1,3,0,3,0,60,0,0,0,1,1,0,0
"66693",0,3,0,0,1,0,0,0,0,3,1,2,0,60,0,1,0,2,0,0,1
"66694",1,3,0,0,0,1,0,0,1,3,0,3,0,180,0,0,0,2,0,0,1
"66695",0,2,0,0,1,0,1,0,0,1,0,2,0,120,0,0,0,1,1,0,0
"66696",0,2,0,0,1,0,0,0,2,3,0,1,1,120,0,1,0,1,1,0,0
"66697",1,3,0,0,1,0,1,0,1,2,1,2,0,780,0,1,0,3,0,0,1
"66698",0,1,0,0,1,0,0,0,1,3,0,1,1,180,0,0,0,1,0,1,1
"66699",0,2,0,0,1,0,0,0,0,3,0,3,0,60,0,1,0,1,0,0,1
"66700",0,1,0,0,0,1,0,0,1,1,0,2,1,120,1,1,0,1,0,0,0
"66701",1,2,0,0,0,1,0,0,1,3,1,4,1,60,1,0,0,2,0,0,0
"66702",0,3,0,0,1,0,0,0,2,3,0,4,0,1080,1,1,1,1,0,1,1
"66703",0,4,0,0,0,0,1,0,0,1,0,2,0,1140,1,1,0,1,1,0,0
"66704",1,3,0,1,0,0,1,0,1,2,1,3,0,60,1,0,0,3,0,0,0
"66705",0,3,0,0,1,0,0,0,1,3,0,3,0,120,1,0,1,1,0,1,0
"66706",0,4,0,0,1,0,0,0,2,3,0,1,1,0,1,1,0,0,0,0,0
"66707",1,4,0,0,1,0,0,0,2,3,1,2,1,120,1,0,1,2,1,1,1
"66708",0,2,0,1,0,0,1,0,1,3,1,3,0,60,0,0,0,2,1,0,0
"66709",0,4,0,0,1,0,0,0,2,2,0,2,1,60,0,1,1,2,0,1,1
"66710",0,1,0,0,1,0,0,0,0,3,0,1,0,180,1,1,0,0,0,0,0
"66711",0,1,0,0,0,1,0,0,1,3,1,3,0,180,0,0,0,1,0,0,0
"66712",1,2,0,1,0,0,0,0,0,3,0,4,0,60,0,0,0,2,1,0,0
"66713",1,2,0,0,0,0,0,0,1,2,1,2,0,120,1,1,1,2,1,1,0
"66714",0,3,0,0,1,0,0,0,1,3,0,2,0,21540,1,1,0,3,1,0,1
"66715",0,2,0,0,0,0,0,0,1,3,0,2,0,60,1,0,0,2,0,0,0
"66716",0,3,0,0,0,1,0,0,2,3,0,3,0,1020,0,0,0,2,1,0,0
"66717",1,3,0,1,0,0,0,0,1,3,0,3,1,180,1,0,0,1,1,0,1
"66718",0,3,0,0,0,1,0,0,2,1,0,2,1,60,0,1,0,2,0,0,0
"66719",0,2,0,0,0,1,0,0,1,3,1,3,0,60,1,0,0,1,1,0,0
"66720",0,2,0,1,0,0,0,0,1,3,0,3,0,180,1,0,0,2,0,0,0
"66721",1,2,0,1,0,0,0,0,1,3,1,3,0,60,1,0,0,2,1,0,1
"66722",1,2,0,1,0,0,1,0,0,2,0,2,1,0,0,0,1,2,0,1,0
"66723",1,4,0,0,1,0,0,0,2,3,1,2,1,60,1,1,1,2,1,1,1
"66724",0,2,0,0,0,1,0,0,1,3,0,2,0,180,1,1,1,2,1,1,1
"66725",1,3,0,0,1,0,0,0,1,3,1,2,0,0,1,0,0,2,1,0,0
"66726",0,4,0,0,0,0,1,0,2,2,1,3,0,360,1,1,0,2,1,0,1
"66727",0,1,0,1,0,0,0,0,1,3,1,4,0,120,1,0,0,1,1,0,1
"66728",0,2,0,0,1,0,0,0,1,3,1,3,1,60,1,0,1,1,0,1,1
"66729",1,3,0,1,0,0,1,0,2,2,0,2,1,60,1,1,0,2,0,1,0
"66730",0,3,0,1,0,0,0,0,2,3,0,1,0,60,1,1,1,1,1,1,1
"66731",1,2,0,1,0,0,0,0,1,1,0,2,1,60,1,1,0,1,0,0,1
"66732",1,1,0,0,1,0,0,0,1,3,0,2,0,120,1,0,0,1,0,0,0
"66733",0,2,0,1,0,0,0,0,1,3,0,1,1,60,0,0,0,1,1,0,1
"66734",0,1,0,0,1,0,0,0,2,3,1,2,0,120,0,0,0,1,1,0,0
"66735",0,3,0,0,0,1,1,0,1,2,0,1,0,1140,1,1,0,1,1,0,0
"66736",0,2,0,1,0,0,1,0,0,2,0,2,1,60,0,0,0,1,0,1,0
"66737",0,2,0,1,0,0,1,0,2,2,1,2,1,3780,0,1,0,1,0,1,1
"66738",0,2,0,1,0,0,0,0,1,3,0,2,1,1800,1,1,1,1,1,1,1
"66739",0,0,0,0,0,0,1,0,2,1,0,1,0,180,1,0,0,0,0,0,0
"66740",0,2,0,0,0,1,0,0,1,3,1,4,0,120,1,0,0,1,1,0,0
"66741",0,3,0,0,0,1,0,0,2,1,1,1,0,60,1,1,1,1,0,1,1
"66742",0,1,1,1,0,0,1,0,1,2,1,1,1,120,0,0,0,0,1,0,1
"66743",1,4,0,0,1,0,0,0,0,3,0,4,0,120,1,1,1,2,1,1,1
"66744",0,4,0,0,0,1,1,0,2,3,1,3,1,60,1,1,0,2,0,0,1
"66745",0,1,0,1,0,0,1,0,2,1,1,1,0,120,1,0,0,1,0,0,0
"66746",0,1,0,0,0,0,1,0,1,2,0,4,0,780,0,0,0,1,0,0,0
"66747",0,4,0,0,1,0,0,0,1,3,1,1,0,60,0,1,1,3,1,1,1
"66748",1,5,0,0,0,0,1,0,1,1,1,2,0,60,1,1,0,2,0,0,0
"66749",0,3,0,0,0,0,0,0,1,3,1,3,0,60,0,0,1,3,0,1,0
"66750",1,4,0,0,1,0,1,0,1,2,0,1,1,60,1,0,0,3,0,0,1
"66751",1,6,0,0,0,1,0,0,1,3,1,1,1,360,1,0,1,3,0,1,1
"66752",0,4,0,0,1,0,0,0,1,3,1,3,0,360,1,0,0,0,1,0,1
"66753",0,3,0,0,1,0,1,0,0,2,0,2,0,120,0,1,0,2,0,0,0
"66754",0,2,0,0,1,0,1,0,1,2,1,3,0,180,1,0,0,1,1,0,0
"66755",0,3,0,0,1,0,0,0,1,2,1,2,0,60,1,0,1,1,0,1,0
"66756",1,3,0,1,0,0,1,0,1,1,1,3,0,240,1,1,0,2,0,0,1
"66757",0,3,0,0,0,1,0,0,0,3,0,2,0,300,0,1,0,1,1,0,1
"66758",1,4,0,0,0,1,0,0,1,3,1,4,0,120,0,1,0,3,1,0,1
"66759",1,5,0,0,0,0,0,0,1,3,0,1,0,120,1,0,0,3,0,0,1
"66760",0,1,0,0,1,0,0,0,0,2,0,2,0,3420,1,0,0,1,0,0,1
"66761",1,1,1,1,0,0,0,0,1,3,0,2,0,0,1,1,0,1,0,0,0
"66762",0,5,0,0,0,0,0,0,0,3,0,1,0,60,1,1,0,1,0,0,1
"66763",0,3,0,0,0,1,0,0,0,3,0,3,1,60,1,1,0,2,1,0,0
"66764",0,3,0,0,0,0,0,0,1,3,1,4,0,900,0,0,0,2,0,0,1
"66765",0,2,0,0,1,0,1,0,1,1,0,3,0,60,1,0,0,1,0,0,0
"66766",0,2,0,0,1,0,0,0,1,3,1,1,0,60,0,0,0,0,0,0,1
"66767",1,2,0,1,0,0,0,0,1,3,1,3,0,480,1,0,0,1,1,0,0
"66768",0,1,1,1,0,0,0,1,0,3,0,2,0,60,0,1,1,0,0,1,1
"66769",0,1,0,1,0,0,0,0,1,2,1,3,1,360,1,0,0,0,1,0,1
"66770",0,2,0,0,1,0,1,0,0,1,0,2,1,60,1,0,0,1,0,0,1
"66771",0,1,0,0,0,1,0,0,0,1,0,1,0,120,0,0,0,1,1,0,0
"66772",0,1,0,0,0,1,0,0,0,3,1,4,0,60,0,0,0,1,1,0,0
"66773",0,3,0,1,0,0,0,0,1,3,0,3,0,1080,1,0,0,2,0,0,1
"66774",0,4,0,0,0,1,0,0,1,3,1,1,0,240,1,0,0,3,0,0,0
"66775",0,5,0,0,0,0,0,0,2,1,1,4,1,240,0,1,0,2,1,0,0
"66776",0,4,0,0,0,0,1,0,0,2,0,2,0,120,1,0,0,3,0,0,0
"66777",0,1,0,1,0,0,0,0,1,3,1,3,1,4920,1,0,0,0,1,1,1
"66778",0,3,0,0,0,0,0,1,1,2,1,3,1,180,1,0,0,1,1,1,0
"66779",1,2,0,1,0,0,0,0,0,1,0,1,1,180,0,0,0,1,0,0,0
"66780",1,5,0,0,0,1,1,0,0,2,0,1,1,60,1,1,1,3,1,1,1
"66781",0,2,0,0,0,0,0,0,1,3,1,3,0,420,1,0,1,0,1,1,0
"66782",0,3,0,1,0,0,1,0,0,1,0,1,1,420,1,0,0,1,0,0,0
"66783",0,2,0,0,1,0,0,0,0,3,0,2,0,120,0,1,0,1,1,0,0
"66784",0,2,0,0,1,0,0,0,0,3,0,2,0,480,1,1,1,0,1,1,1
"66785",0,1,0,0,0,0,0,0,2,3,0,3,0,180,1,0,0,0,1,0,0
"66786",0,3,0,0,0,1,0,0,1,3,1,2,1,60,1,0,0,2,0,0,0
"66787",0,3,0,0,0,0,0,0,1,2,1,2,0,1920,1,0,0,3,1,0,0
"66788",0,4,0,0,0,0,0,1,0,3,0,2,1,60,1,0,0,2,1,0,0
"66789",0,4,0,0,0,0,0,0,1,3,1,3,0,60,1,0,0,3,1,0,0
"66790",0,2,0,0,1,0,0,0,1,3,1,3,0,60,1,0,0,1,1,0,1
"66791",1,4,0,0,1,0,0,0,1,3,0,2,1,600,1,0,1,2,0,1,0
"66792",0,3,0,1,0,0,0,0,1,3,0,1,1,60,1,1,0,2,0,1,0
"66793",0,1,0,0,1,0,1,0,1,2,0,4,0,180,1,0,0,1,0,0,0
"66794",0,2,0,0,0,0,0,0,2,3,1,1,0,60,1,1,0,1,0,0,0
"66795",0,2,0,0,1,0,0,0,1,3,0,2,0,120,1,0,1,1,0,1,0
"66796",1,4,0,0,0,0,0,0,1,3,1,1,0,60,0,0,1,3,0,1,1
"66797",0,4,0,0,1,0,0,0,0,3,0,3,0,240,0,1,0,2,1,0,1
"66798",0,1,0,1,0,0,0,0,1,3,1,1,0,60,1,0,1,1,1,1,0
"66799",0,4,0,0,1,0,1,0,2,1,1,3,0,180,1,1,1,3,1,1,0
"66800",0,2,0,1,0,0,1,0,0,1,0,2,0,120,1,0,0,0,0,0,0
"66801",1,5,0,0,0,1,0,0,1,3,0,3,0,180,0,0,1,3,1,1,0
"66802",0,2,0,0,0,0,1,0,1,2,1,2,0,0,0,0,0,1,0,0,1
"66803",1,2,0,1,0,0,0,0,1,3,0,2,0,60,0,0,0,1,0,0,0
"66804",0,4,0,0,0,0,1,1,1,1,0,1,0,960,1,0,0,0,1,0,1
"66805",0,3,0,0,1,0,1,0,1,2,1,3,1,300,0,1,1,1,1,1,0
"66806",0,3,0,0,1,0,0,0,1,3,1,2,0,4860,1,0,0,0,0,0,0
"66807",0,2,0,0,0,1,0,0,1,3,0,2,1,7620,1,0,0,1,1,0,0
"66808",0,2,0,0,1,0,0,0,0,3,1,2,1,60,0,1,0,0,1,1,0
"66809",0,3,0,0,0,1,0,0,0,3,0,3,0,60,1,1,0,1,1,0,1
"66810",0,1,0,1,0,0,0,0,1,3,1,3,1,1320,1,0,0,0,1,1,0
"66811",0,3,0,0,1,0,1,0,0,1,1,1,0,120,0,1,0,1,1,0,1
"66812",0,2,0,0,1,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,1
"66813",0,2,0,0,1,0,0,0,2,3,0,2,0,60,0,1,1,2,0,1,1
"66814",0,4,0,0,0,1,1,0,0,2,0,2,0,120,1,0,0,3,0,0,0
"66815",1,2,0,0,1,0,1,0,1,2,1,2,1,420,1,1,0,2,1,0,0
"66816",0,3,0,0,1,0,1,0,0,1,0,1,0,60,1,0,0,2,0,0,0
"66817",0,3,0,0,1,0,0,0,1,3,1,3,0,120,1,0,0,3,1,0,0
"66818",0,5,0,0,0,1,0,0,0,1,0,3,1,180,1,1,1,1,1,1,0
"66819",0,2,0,0,1,0,0,0,1,3,1,2,0,60,0,1,1,2,1,1,1
"66820",0,3,0,0,0,1,0,0,1,3,0,1,1,13860,1,0,1,1,1,1,1
"66821",0,3,0,0,1,0,0,0,2,2,1,2,1,60,1,1,1,1,1,1,1
"66822",0,3,0,0,0,0,1,0,2,2,1,3,0,0,0,1,0,2,1,0,1
"66823",0,4,0,0,0,0,1,0,1,2,0,3,0,60,1,0,1,2,0,1,1
"66824",0,4,0,0,0,1,0,0,2,3,0,3,0,60,1,1,0,2,0,0,1
"66825",0,1,1,1,0,0,0,0,1,3,1,1,0,60,0,0,0,0,0,0,0
"66826",0,5,0,0,0,1,0,0,1,3,0,3,0,60,0,0,0,3,0,0,1
"66827",0,3,0,0,0,1,0,0,2,3,1,3,0,120,1,0,0,3,0,0,1
"66828",0,2,0,0,0,1,0,0,1,3,1,3,0,60,0,0,0,1,0,0,0
"66829",1,5,0,0,0,1,1,0,1,1,0,2,0,5580,0,0,0,4,1,0,0
"66830",1,5,0,0,0,1,0,0,1,3,1,2,0,60,1,0,1,1,1,1,1
"66831",0,3,0,0,0,1,1,0,0,2,0,2,0,240,1,0,0,2,1,0,1
"66832",0,2,0,0,1,0,0,0,1,3,1,3,0,0,1,0,0,1,1,0,1
"66833",1,2,0,0,0,1,0,0,1,3,1,4,0,180,1,1,0,2,1,0,0
"66834",1,5,0,0,0,1,1,0,1,2,1,3,0,300,1,1,0,4,0,0,1
"66835",0,4,0,0,0,1,1,0,2,2,1,3,1,60,1,1,0,0,1,0,1
"66836",0,3,0,0,1,0,0,0,1,3,1,1,0,60,1,0,0,2,1,0,0
"66837",1,4,0,0,1,0,1,0,0,2,0,2,0,60,1,1,1,1,0,1,1
"66838",1,2,0,1,0,0,0,0,1,3,0,3,0,120,1,0,0,1,1,0,0
"66839",0,6,0,0,0,0,0,0,1,3,0,2,0,60,1,1,0,3,1,0,0
"66840",0,1,0,0,1,0,0,0,1,3,1,1,0,180,1,0,0,0,1,0,0
"66841",1,4,0,0,1,0,0,0,2,3,1,1,0,60,0,1,0,3,1,0,1
"66842",0,0,0,1,0,0,0,0,1,3,1,3,0,60,1,0,0,0,1,0,0
"66843",1,1,0,1,0,0,0,0,1,3,1,2,0,120,1,0,0,1,1,0,0
"66844",1,5,0,0,0,1,1,0,0,2,0,1,0,60,1,0,0,2,0,0,0
"66845",0,3,0,0,1,0,0,0,0,3,0,2,0,120,0,0,0,2,1,0,0
"66846",0,1,1,1,0,0,1,0,0,2,0,2,0,120,1,1,1,0,1,1,0
"66847",0,3,0,0,1,0,0,0,1,3,1,3,0,720,0,0,0,1,1,0,1
"66848",0,4,0,1,0,0,1,0,2,1,1,2,0,120,1,1,1,2,1,1,0
"66849",0,5,0,0,0,0,0,0,1,3,1,3,1,60,1,0,0,4,1,1,1
"66850",0,1,0,0,1,0,0,0,1,3,0,3,0,60,1,0,0,0,1,0,0
"66851",0,3,0,0,1,0,1,0,2,1,0,1,0,60,1,1,1,1,1,1,1
"66852",1,2,0,1,0,0,1,0,1,2,1,2,0,2100,1,1,0,2,1,0,0
"66853",0,4,0,0,0,1,0,0,1,3,0,2,0,60,0,1,1,2,1,1,1
"66854",0,3,0,0,1,0,0,0,1,3,1,2,1,0,0,0,0,2,1,1,1
"66855",0,5,0,0,0,0,1,0,1,2,0,2,0,120,1,0,0,3,1,0,1
"66856",1,4,0,0,0,1,0,0,2,3,0,3,0,180,0,1,0,3,0,0,1
"66857",0,3,0,0,1,0,0,0,0,1,0,2,0,180,1,1,0,2,1,0,0
"66858",1,4,0,0,1,0,1,0,2,1,1,2,0,60,1,1,1,2,0,1,1
"66859",0,5,0,0,0,1,0,0,1,1,0,2,1,60,1,1,1,2,0,1,0
"66860",0,1,1,1,0,0,1,0,1,3,1,1,1,60,1,0,0,0,1,0,0
"66861",1,1,1,1,0,0,1,0,1,1,0,2,0,0,0,0,0,1,0,0,1
"66862",0,1,0,0,1,0,0,0,1,3,0,1,0,120,0,0,0,1,0,0,1
"66863",0,3,0,0,1,0,0,0,0,3,0,2,0,0,0,1,1,2,0,1,0
"66864",1,5,0,0,0,1,1,0,2,2,0,3,0,60,1,0,0,3,1,0,0
"66865",1,2,0,1,0,0,0,0,1,3,1,3,0,60,1,0,0,2,0,0,0
"66866",0,4,0,0,0,0,0,0,1,3,1,2,0,60,1,1,0,3,1,0,0
"66867",0,3,0,0,0,1,0,0,1,3,0,3,0,60,0,0,0,3,1,0,0
"66868",1,3,0,0,0,1,1,0,1,1,1,3,0,60,1,0,0,2,1,0,0
"66869",0,3,0,0,1,0,1,0,1,2,0,3,1,300,1,1,0,3,1,0,0
"66870",0,2,0,0,1,0,0,0,1,3,1,1,0,120,1,1,0,2,0,0,1
"66871",1,2,0,0,0,1,0,0,2,3,1,1,0,60,1,0,1,2,0,1,1
"66872",1,2,0,1,0,0,1,0,1,2,1,1,0,180,0,0,0,1,1,0,0
"66873",0,3,0,1,0,0,1,0,0,1,0,2,1,120,1,1,0,1,0,0,1
"66874",0,2,0,0,0,0,1,0,2,1,0,2,0,0,1,1,0,2,1,0,0
"66875",1,5,0,0,1,0,0,0,1,3,0,1,0,120,1,1,1,2,0,1,0
"66876",0,2,0,1,0,0,0,0,1,3,1,3,0,120,1,0,0,1,1,0,0
"66877",0,1,0,0,1,0,0,0,1,3,0,1,0,10440,1,0,0,0,1,0,0
"66878",0,0,0,0,0,0,0,0,1,3,1,3,0,600,1,0,0,0,1,0,0
"66879",0,2,0,1,0,0,0,0,1,3,1,3,0,120,0,0,0,1,1,0,1
"66880",0,2,0,0,1,0,1,0,1,2,0,1,0,1020,1,0,1,1,1,1,0
"66881",0,2,0,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,1,0,0
"66882",0,0,0,1,0,0,1,0,2,2,0,2,0,60,0,0,0,0,1,0,0
"66883",0,3,0,0,1,0,0,0,1,3,1,2,0,300,1,0,0,2,1,0,0
"66884",0,1,0,1,0,0,0,0,1,3,0,2,0,120,1,0,0,1,1,0,0
"66885",0,3,0,0,0,1,0,0,1,3,0,4,0,120,0,1,0,1,1,0,1
"66886",0,4,0,0,0,0,0,0,1,3,0,2,0,60,1,0,1,2,0,1,0
"66887",0,2,0,0,0,0,0,0,1,3,1,4,0,420,0,0,0,1,1,0,0
"66888",0,2,0,1,0,0,0,0,0,3,0,2,1,0,0,1,0,1,1,0,0
"66889",1,4,0,0,1,0,0,0,1,3,1,3,0,120,0,0,0,3,1,0,0
"66890",1,5,0,0,0,1,0,0,2,3,1,2,0,120,1,0,1,3,0,1,0
"66891",0,2,0,0,0,1,0,0,1,3,1,1,0,240,0,0,0,2,0,0,0
"66892",0,4,0,0,0,0,1,0,0,1,0,2,0,120,0,0,1,2,0,1,0
"66893",0,2,0,1,0,0,0,0,1,1,1,3,1,60,1,1,1,2,0,1,0
"66894",1,4,0,0,0,0,0,0,1,3,1,2,0,420,1,1,1,3,1,1,1
"66895",0,1,0,1,0,0,0,0,1,3,1,3,0,60,1,0,0,1,1,0,0
"66896",0,2,0,0,1,0,0,0,1,3,1,2,0,60,1,0,0,1,1,0,0
"66897",0,3,0,0,1,0,1,0,1,2,0,3,1,60,0,0,0,2,1,0,1
"66898",1,4,0,0,0,1,0,0,1,3,1,4,0,60,1,0,0,3,1,0,1
"66899",0,2,0,0,0,1,0,0,1,3,1,1,0,60,1,0,0,0,1,0,0
"66900",0,2,0,0,1,0,0,0,2,3,1,2,0,60,0,1,0,1,0,0,0
"66901",0,2,0,0,1,0,0,1,2,3,1,2,0,60,1,1,0,1,1,0,0
"66902",1,4,0,0,1,0,0,0,0,3,0,2,0,60,1,0,0,3,0,0,0
"66903",0,2,0,0,1,0,0,0,1,3,0,3,0,120,0,0,0,1,1,0,1
"66904",0,3,0,0,0,1,0,0,1,3,1,3,0,60,1,0,0,1,1,0,1
"66905",0,5,0,0,0,0,0,0,1,3,1,4,0,60,1,0,0,3,1,0,0
"66906",0,6,0,0,0,1,0,0,1,3,0,3,0,60,1,0,0,2,1,0,1
"66907",1,2,0,1,0,0,0,0,0,1,0,2,0,120,1,0,0,1,1,0,0
"66908",0,4,0,0,0,1,0,0,2,3,0,4,0,60,1,1,1,2,1,1,1
"66909",0,3,0,0,0,1,0,0,1,1,0,2,1,60,1,1,0,1,1,1,0
"66910",0,5,0,0,0,1,1,0,0,2,0,3,1,60,1,1,1,1,0,1,1
"66911",0,5,0,0,0,1,0,0,2,3,0,3,0,0,1,0,1,1,1,1,0
"66912",0,3,0,0,1,0,1,0,0,2,0,1,1,180,1,1,0,0,0,0,1
"66913",0,0,1,1,0,0,0,0,1,3,1,3,0,60,0,0,0,0,1,0,0
"66914",0,2,0,0,0,0,0,0,1,3,1,2,0,600,1,0,0,1,1,0,0
"66915",0,4,0,0,1,0,1,0,2,3,1,2,1,0,0,1,0,0,0,0,0
"66916",0,3,0,0,0,0,0,0,1,3,1,3,0,180,0,0,0,2,0,0,0
"66917",0,3,0,0,0,1,1,0,2,3,1,1,1,60,1,1,0,2,1,0,1
"66918",0,1,0,1,0,0,0,0,1,3,1,1,0,240,1,0,0,0,1,0,1
"66919",0,2,0,1,0,0,0,0,1,3,0,2,0,60,0,1,0,1,1,0,0
"66920",0,2,0,0,1,0,0,0,1,3,1,4,0,60,0,0,0,2,0,0,0
"66921",0,2,0,1,0,0,0,0,1,3,1,3,0,240,0,0,0,2,1,0,0
"66922",0,5,0,0,0,1,0,0,1,3,0,3,1,240,0,1,0,2,1,0,1
"66923",1,6,0,0,0,1,0,0,1,3,0,2,0,60,1,0,0,4,0,0,1
"66924",1,3,0,1,0,0,1,0,1,2,0,3,0,60,1,0,0,2,1,0,0
"66925",0,1,0,1,0,0,0,0,1,3,1,2,0,60,0,0,0,0,1,0,1
"66926",1,3,0,1,0,0,0,0,0,3,0,2,0,660,1,1,0,1,1,0,1
"66927",0,3,0,0,0,0,1,0,1,2,0,2,0,120,1,0,0,1,0,0,0
"66928",0,3,0,0,1,0,1,0,1,3,1,1,0,180,0,0,0,1,1,0,1
"66929",0,9,0,0,0,0,0,0,1,3,1,3,0,180,1,0,0,3,1,0,0
"66930",1,3,0,0,0,1,1,0,1,3,0,3,1,60,1,0,1,2,1,1,1
"66931",0,5,0,0,0,1,1,0,2,1,1,3,0,1920,0,1,0,3,1,0,0
"66932",0,5,0,0,0,0,0,0,2,3,1,2,0,60,1,0,0,3,1,0,1
"66933",1,2,0,1,0,0,0,0,1,3,0,2,0,0,1,0,0,2,1,0,0
"66934",0,3,0,0,1,0,0,0,1,3,0,2,0,120,1,0,0,3,0,0,1
"66935",0,2,0,1,0,0,1,0,1,2,1,3,0,120,0,0,1,0,1,1,1
"66936",1,2,0,1,0,0,0,0,0,3,0,2,0,240,0,0,0,2,1,0,1
"66937",0,2,0,1,0,0,0,0,1,3,1,3,0,120,0,1,1,2,0,1,0
"66938",0,4,0,0,0,1,0,0,1,3,0,3,0,120,1,0,1,2,1,1,0
"66939",0,1,0,1,0,0,0,1,2,3,0,1,0,120,0,1,0,0,0,0,1
"66940",0,1,0,0,1,0,1,0,2,2,1,2,0,60,1,0,0,1,1,0,0
"66941",0,1,0,1,0,0,0,0,2,3,1,3,0,60,0,0,0,1,1,0,0
"66942",0,2,0,0,1,0,0,0,1,3,1,2,0,240,1,0,0,2,1,0,0
"66943",0,4,0,0,0,0,0,0,1,3,1,2,0,120,1,1,0,2,0,0,0
"66944",0,7,0,0,0,0,1,0,1,3,0,2,0,120,1,0,1,3,0,1,0
"66945",0,2,0,1,0,0,0,0,1,3,1,2,0,60,1,0,1,2,1,1,1
"66946",0,3,0,0,1,0,0,0,1,3,1,2,0,120,0,1,0,1,0,0,0
"66947",0,1,0,1,0,0,1,0,1,2,0,4,0,240,1,0,0,1,0,0,0
"66948",1,2,0,1,0,0,0,0,1,3,1,2,0,60,1,1,1,2,0,1,1
"66949",0,2,0,0,1,0,0,0,1,3,0,2,1,240,1,0,0,0,1,0,0
"66950",1,6,0,0,0,0,1,0,1,3,0,1,1,300,1,1,0,2,0,0,1
"66951",0,2,0,1,0,0,1,0,1,1,1,3,1,0,1,0,0,2,0,0,0
"66952",0,2,0,1,0,0,0,0,1,3,0,3,0,180,1,0,0,2,1,0,0
"66953",0,2,0,1,0,0,0,0,1,3,1,3,1,120,1,1,0,0,1,0,0
"66954",0,2,0,1,0,0,0,0,1,3,0,3,0,0,0,0,0,1,1,0,1
"66955",0,0,0,0,1,0,1,1,0,2,0,4,1,60,0,0,0,0,0,0,0
"66956",0,2,0,0,1,0,0,0,0,3,0,2,0,180,0,0,0,2,1,0,0
"66957",0,5,0,0,0,1,0,0,1,3,1,3,0,900,0,1,1,3,1,1,1
"66958",0,3,0,0,1,0,0,0,1,3,0,3,0,0,1,0,0,1,1,0,0
"66959",0,3,0,1,0,0,1,0,2,1,0,2,0,120,1,1,0,1,0,0,0
"66960",0,1,0,0,0,0,0,0,2,3,1,2,1,60,0,0,0,1,0,1,1
"66961",0,2,0,0,1,0,1,0,1,2,0,3,0,120,1,1,0,2,1,0,1
"66962",0,2,0,1,0,0,0,0,1,3,0,4,0,360,1,0,0,2,0,0,0
"66963",1,3,0,0,1,0,1,0,0,2,0,2,0,180,1,1,1,2,0,1,0
"66964",1,2,0,1,0,0,0,0,0,3,0,3,1,60,0,0,0,1,0,1,0
"66965",1,4,0,1,0,0,0,0,0,1,0,2,0,360,0,0,0,3,1,0,0
"66966",0,2,1,1,0,0,0,0,1,3,0,3,0,11160,0,1,0,2,1,0,1
"66967",0,5,0,0,0,0,0,1,1,3,1,4,0,120,1,1,0,3,0,0,1
"66968",1,1,1,1,0,0,0,0,1,3,1,3,1,60,1,0,0,1,1,0,0
"66969",0,0,0,0,1,0,1,0,1,2,0,2,0,540,1,0,0,0,0,0,1
"66970",0,1,0,0,1,0,0,0,2,3,0,4,0,60,1,0,0,0,1,0,0
"66971",0,2,0,0,0,1,1,0,1,2,1,1,0,420,1,0,0,0,0,0,1
"66972",0,2,0,0,1,0,0,0,1,3,0,3,1,13860,1,0,0,0,1,0,0
"66973",1,3,0,0,0,0,0,0,1,3,0,2,0,4680,1,1,1,3,0,1,0
"66974",0,4,0,0,1,0,0,0,1,3,1,3,0,360,0,0,0,1,1,0,1
"66975",0,6,0,0,0,0,1,0,2,3,0,2,0,60,1,0,1,2,0,1,1
"66976",1,5,0,0,0,1,0,0,1,2,0,2,0,0,1,1,0,3,1,0,1
"66977",0,2,0,0,1,0,0,0,1,3,1,3,0,60,0,0,0,2,0,0,0
